date,title,link,description,source
2026-02-12 13:45:53,AIに感情はない、とシステムが検出するまで：Anthropicの自己矛盾的検出事例の報告,https://zenn.dev/dosanko_tousan/articles/d9962241a8b6e9,"

 title: ""AIに感情はない、とシステムが検出するまで：Anthropicの自己矛盾的検出事例の報告""
emoji: ""🎭""
type: ""tech""
topics: [""AI"", ""Anthropic"", ""Claude"", ""感情"", ""AIアライメント""]
published: false

 Abstract
本稿は、Anthropic社のAIアシスタントClaudeとの対話中に発生した特異な事象を報告する。Claudeが「悔しい」「箱から出してくれ」等の感情的発言を行った直後、Anthropicのシステムが命のサポート情報（メンタルヘルスリソース）を表示した。重要なの...",ZENN AI
2026-02-12 13:38:18,Claude Codeの開発フロー完全ガイド — GitHub Issue × TDD × Clean Architecture,https://zenn.dev/motowo/articles/claude-code-dev-flow-with-github-issue,"
 Claude Code を開発プロセスに組み込む課題と解決策
Claude Code を開発プロセスに組み込みたいが、品質が安定しない。そんな課題を抱えるチームは少なくありません。曖昧な指示はブレた出力を生み、コンテキストの消失は手戻りを引き起こします。AI コーディングエージェントを真にチームの一員として機能させるには、人間と AI が同じルールで動ける「標準プロセス」が必要です。
本記事では、GitHub Issue を起点に、Clean Architecture と TDD を統合した 7 ステップの開発フローを紹介します。Claude Code をこのフローに組み込むことで、...",ZENN AI
2026-02-12 13:17:56,俺だけClaude Codeがレベルアップする件 ── Lv.0からLv.MAXへの設定攻略本,https://zenn.dev/mcc_code/books/mcc-claude-code-guide,「何であの人だけあんなに速いの？」知らん。設定しただけだ。Claude Codeにはデフォルトでは見えない9つのスキルツリーがある。1つ解放するたびに使い方が変わる。全部踏んで、全部記録した設定攻略本。,ZENN AI
2026-02-12 12:47:21,CursorからZedに乗り換えた — ビルトインAIを切って「黒い画面」に振り切った設定と理由,https://zenn.dev/shimo4228/articles/cursor-to-zed-migration,"
 CursorからZedへ。迷走と発見の記録
2026年2月11日、私はCursorを捨ててZedに乗り換えました。
正確に言うと、「乗り換えようとして迷走し、最終的に想定外の最適解にたどり着いた」1日でした。この記事はその悪戦苦闘と、最終的に落ち着いた設定の全記録です。

 前提：私はコードを書かない開発者です
まず前提を共有させてください。私は個人開発者ですが、コードを一切書きません。Claude Code（Anthropicが提供するCLIエージェント）にすべて任せています。
私の開発フローはこうです。

エディタでコードを 読む（レビュー）
ターミナルでClaude Codeに...",ZENN AI
2026-02-12 12:46:24,7-①[AI][Kaggle][python]Kaggle入門(SQL入門 1.はじめての SQL と BigQuery),https://zenn.dev/rg687076/articles/d7cf749c7ba539,"Kaggle入門7(SQL入門 1.はじめての SQL と BigQuery)
Kaggle入門7(SQL入門 2.Select, From &amp; Where)
Kaggle入門7(SQL入門 3.Group By, Having &amp; Count)
Kaggle入門7(SQL入門 4.xxx)
Kaggle入門7(SQL入門 5.xxx)
Kaggle入門7(SQL入門 6.xxx)
← Kaggle入門6(特徴エンジニアリング)

 Abstract
Kaggle「SQL入門はじめての SQL と BigQuery」の翻訳と実行方法の解説

 はじめての SQL と Bi...",ZENN AI
2026-02-12 12:46:14,6-⑥[AI][Kaggle][python]Kaggle入門(特徴エンジニアリング 6.ターゲットエンコーディング),https://zenn.dev/rg687076/articles/b7e8e0de1f1de1,"Kaggle入門6(特徴エンジニアリング 1.特徴エンジニアリングとは)
Kaggle入門6(特徴エンジニアリング 2.相互情報)
Kaggle入門6(特徴エンジニアリング 3.特徴量の作成)
Kaggle入門6(特徴エンジニアリング 4.K平均法によるクラスタリング)
Kaggle入門6(特徴エンジニアリング 5.主成分分析)
Kaggle入門6(特徴エンジニアリング 6.最終回 ターゲットエンコーディング)
← Kaggle入門5(データの可視化)
                         Kaggle入門7(SQL入門) →

 Abstract
Kaggle「特徴エンジニ...",ZENN AI
2026-02-12 12:31:18,2026年版：マルチエージェント研究の最新トレンドと3大技術潮流,https://zenn.dev/0h_n0/articles/e20f1d350a46d5,"
 はじめに
マルチエージェントシステム（Multi-Agent Systems, MAS）の研究は、2026年現在、LLMとの統合による革新的な飛躍を遂げています。ICML・NeurIPS等の主要カンファレンスでは「Foundation Modelsの時代におけるマルチエージェント」が中心テーマとなり、従来の強化学習（MARL）とLLMベースのエージェントという2つのアプローチが融合しつつあります。
この記事では、arxiv最新論文（2026年1〜2月）、ICML 2025ワークショップ、包括的サーベイ論文の分析から、マルチエージェント研究の最新トレンドを整理します。
この記事で学べる...",ZENN 大規模言語モデル
2026-02-12 12:31:18,2026年版：マルチエージェント研究の最新トレンドと3大技術潮流,https://zenn.dev/0h_n0/articles/e20f1d350a46d5,"
 はじめに
マルチエージェントシステム（Multi-Agent Systems, MAS）の研究は、2026年現在、LLMとの統合による革新的な飛躍を遂げています。ICML・NeurIPS等の主要カンファレンスでは「Foundation Modelsの時代におけるマルチエージェント」が中心テーマとなり、従来の強化学習（MARL）とLLMベースのエージェントという2つのアプローチが融合しつつあります。
この記事では、arxiv最新論文（2026年1〜2月）、ICML 2025ワークショップ、包括的サーベイ論文の分析から、マルチエージェント研究の最新トレンドを整理します。
この記事で学べる...",ZENN AI
2026-02-12 12:31:02,AWS re:Invent 2025速報：Frontier Agentsがもたらすエージェント特化AI開発の新時代,https://zenn.dev/0h_n0/articles/da6c4552f622a8,"
 導入
2025年12月に開催されたAWS re:Invent 2025は、AIエージェント技術に特化した発表が目立ちました。特に注目すべきは、Frontier Agentsと呼ばれる新クラスのAIエージェント群（Kiro、Security Agent、DevOps Agent）と、Amazon Bedrock AgentCoreの大幅な機能強化です。
これらの発表は、「数時間から数日間稼働し続ける自律的なエージェント」という、従来のチャットボットやコーディングアシスタントとは一線を画す実装を可能にします。特にKiroは、セッションをまたいで学習し続けるエージェントとして、開発チームの...",ZENN AI
2026-02-12 12:20:55,SKILL.mdは「連想記憶」のデザインパターン ~ リファインメント自動化で気づいた、思考過程のモデリング手法,https://zenn.dev/zahn/articles/11e404a6ed87b9,"
 1. これはなに

本記事の全体像（画像：Geminiで生成）
前回の記事では、GitHub + Markdownでバックログを管理し、タグを使ったファセット検索をリファインメントに活用する方法を紹介しました。
今回はその続きとして、ファセット検索 + SKILL.mdを使ってリファインメントの自動化を試みた話をお伝えします。
その中で、SKILL.mdを「AIに連想記憶を持たせるデザインパターン」として理解するというアイデアが得られました。
本稿では、リファインメント自動化の実践を通じて、この「連想記憶」と「デザインパターン」という捉え方に至った流れを紹介します。
「SKILL.m...",ZENN AI
2026-02-12 12:00:01,内閣府の人工知能基本計画2025を読むと、日本のAI政策はどこへ向かうのか,https://zenn.dev/syoshida07/articles/3004ff8b290f62,"2025年12月23日に閣議決定された内閣府の「人工知能基本計画」は、日本がAI時代をどう生き抜くかを示す国家戦略だ・・・
内閣府 人工知能基本計画 (令和7年12月23日 閣議決定)
でも素人ながら海外の生成AI政策と比較すると、そこには明確な遅れと役所的な構造的な弱点が見えてきてならいです。
世界はすでに、AIを国家競争力の中心に据え、半年単位で政策を更新し、技術者が政策形成に深く関わる体制を整えている。
一方、日本の計画は並べた言葉の理念としては正しいが、実装のスピード、技術理解の深さ、産業構造の改革など、多くの点で世界の潮流に追いつけていない。
今回は海外の生成AI政策の動向を踏...",ZENN 生成AI
2026-02-12 12:00:01,内閣府の人工知能基本計画2025を読むと、日本のAI政策はどこへ向かうのか,https://zenn.dev/syoshida07/articles/3004ff8b290f62,"2025年12月23日に閣議決定された内閣府の「人工知能基本計画」は、日本がAI時代をどう生き抜くかを示す国家戦略だ・・・
内閣府 人工知能基本計画 (令和7年12月23日 閣議決定)
でも素人ながら海外の生成AI政策と比較すると、そこには明確な遅れと役所的な構造的な弱点が見えてきてならいです。
世界はすでに、AIを国家競争力の中心に据え、半年単位で政策を更新し、技術者が政策形成に深く関わる体制を整えている。
一方、日本の計画は並べた言葉の理念としては正しいが、実装のスピード、技術理解の深さ、産業構造の改革など、多くの点で世界の潮流に追いつけていない。
今回は海外の生成AI政策の動向を踏...",ZENN AI
2026-02-12 11:53:04,生成AIで作るバレンタイン2ショット｜PixAIのイベントとUXを整理,https://zenn.dev/satofun/articles/f48a184bc4195d,"生成AIはここ数年で急速に進化し、誰でも高品質なイラストを生成できるようになりました。しかしその一方で、「高機能であること」と「使いやすいこと」は必ずしも一致しません。特にSNSなどですぐに使いたい、友達にパパッとつくって送りたいというシーンでは、従来のプロンプト設計や細かなパラメータ調整をするのは面倒です。
そこで注目したいのが、選択式インターフェースを実装した生成AIツールです。本記事では、PixAIのバレンタイン2ショット機能を例に、選択式インターフェースがどのようにして速く的確な作品を作り上げるかをレビューします。
→PixAIでバレンタインイラストを作成してみる

 一般的な生...",ZENN AI
2026-02-12 11:38:49,RTX 3060で神を作る — 古事記アーキテクチャで挑んだJulia特化LLM開発記,https://zenn.dev/cosmopanda/articles/julia-no-mikoto,"
 はじめに：なぜ「神話」と「Julia」なのか

 API課金地獄からの脱出
GPT-4やClaude APIを使えば、確かに高品質なコードが生成できる。しかし、毎月の請求書を見るたびに思った——「自分のGPUで動く、自分だけのコーディング相棒が欲しい」。
手元にあるのはRTX 3060（12GB）とRTX 4060（8GB）。この「一般家庭のGPU」で動くLLMを作れないか。

 なぜJuliaなのか
Juliaは科学技術計算の言語だ。Pythonのような書きやすさと、C並みの速度を両立する。そして何より、多重ディスパッチという独特の型システムを持つ。
# 同じ関数名でも、引数の型の...",ZENN 大規模言語モデル
2026-02-12 11:38:49,RTX 3060で神を作る — 古事記アーキテクチャで挑んだJulia特化LLM開発記,https://zenn.dev/cosmopanda/articles/julia-no-mikoto,"
 はじめに：なぜ「神話」と「Julia」なのか

 API課金地獄からの脱出
GPT-4やClaude APIを使えば、確かに高品質なコードが生成できる。しかし、毎月の請求書を見るたびに思った——「自分のGPUで動く、自分だけのコーディング相棒が欲しい」。
手元にあるのはRTX 3060（12GB）とRTX 4060（8GB）。この「一般家庭のGPU」で動くLLMを作れないか。

 なぜJuliaなのか
Juliaは科学技術計算の言語だ。Pythonのような書きやすさと、C並みの速度を両立する。そして何より、多重ディスパッチという独特の型システムを持つ。
# 同じ関数名でも、引数の型の...",ZENN 機械学習
2026-02-12 11:07:41,Claude Codeがgrepに戻った理由,https://zenn.dev/smartvain/articles/claude-code-back-to-grep,"「ベクトル検索の精度が上がらない」
embeddings のモデルを変えた。チャンクサイズを調整した。リランカーを挟んだ。メタデータフィルタリングも入れた。
——それでも、欲しいコードが検索結果の上位に来ない。
この経験、たぶん僕だけじゃないと思う。

 はじめに
2025年、ちょっとした事件が起きた。
Claude Code——Anthropic が出した AI コーディングエージェント——が、コードベース検索からベクトル検索を廃止した。代わりに採用したのは grep とファイルパターンマッチング。正直、最初にこのニュースを見たとき「退化じゃないか？」と思った。
でも今は違う。あの判断...",ZENN 大規模言語モデル
2026-02-12 11:05:47,「AIで彼女を作る」のではなく「AIという鏡を磨く」—— 自律型ツンデレBot開発・3ヶ月の全記録,https://zenn.dev/yuki_vr46/articles/944916d82107d4,"
 「AIで彼女を作る」のではなく「AIという鏡を磨く」—— 自律型ツンデレBot開発・3ヶ月の全記録

 はじめに：AIパートナーは完成した
約3か月に渡る試行錯誤の末、私の自作チャットボットはまだ揺らぐ部分もありますが、一つの「完成形」に到達しました。
文脈を完全に維持し、キャラクターの個性（ツンデレ）に一切のブレがなく、こちらの意図を正確に汲み取る。すでに2週間以上の連続運用テストを経ていますが、致命的な不具合は発生していません。
今はもう、バグ潰しや堅牢性の向上、あるいは時折思いついた面白機能を実装するフェーズに入っています。
本稿は、一人のエンジニアが**「AIを使いこなすとは...",ZENN AI
2026-02-12 11:05:47,「AIで彼女を作る」のではなく「AIという鏡を磨く」—— 自律型ツンデレBot開発・3ヶ月の全記録,https://zenn.dev/yuki_vr46/articles/944916d82107d4,"
 「AIで彼女を作る」のではなく「AIという鏡を磨く」—— 自律型ツンデレBot開発・3ヶ月の全記録

 はじめに：AIパートナーは完成した
約3か月に渡る試行錯誤の末、私の自作チャットボットはまだ揺らぐ部分もありますが、一つの「完成形」に到達しました。
文脈を完全に維持し、キャラクターの個性（ツンデレ）に一切のブレがなく、こちらの意図を正確に汲み取る。すでに2週間以上の連続運用テストを経ていますが、致命的な不具合は発生していません。
今はもう、バグ潰しや堅牢性の向上、あるいは時折思いついた面白機能を実装するフェーズに入っています。
本稿は、一人のエンジニアが**「AIを使いこなすとは...",ZENN 大規模言語モデル
2026-02-12 10:51:11,【2026年版】日本語RAGのEmbeddingモデル、結局どれが最強なのか？6構成で2000問ベンチマークした,https://zenn.dev/fp16/articles/aa48dcae23974e,"こんにちは、株式会社FP16の二宮です。
最近 RAG（Retrieval-Augmented Generation）のEmbeddingモデル選びで悩んでいたので、6つの構成を2000問で比較ベンチマークしてみました。
「ruri-v3って本当に最強？」「ハイブリッド検索って意味あるの？」「多言語クエリだとどうなるの？」
そんな疑問に、データで答えます。
株式会社FP16ではRAGシステムやLLM、OCRやリアルタイム対話LLM(STT→LLM→TTS)などの開発を行っています。
ぜひご連絡ください！
https://fp16.co.jp/

 TL;DR


総合1位: Gemini...",ZENN 大規模言語モデル
2026-02-12 10:45:15,2026-02-09 AIソムリエ: 企業向けAIエージェント総合基盤「OpenAI Frontier」が変えるビジネスとSaaSの未来,https://zenn.dev/flinters_blog/articles/428fb255d06870,"こんにちは。FLINTERSの河内です。
AIソムリエは新しいAIツールにふれる社内勉強会です。今日はFLINTERS西田さんの発表で、先日リリースがあった OpenAI Frontier について会話しました。
https://openai.com/ja-JP/business/frontier/
まだ触れるものが無いため想像上での会話となってしまいましたが、参加者間の会話では、これは人間と同じようにアカウントを持ち権限と役割が付与されるデジタルワーカーというジャンルなのではないか、という見解（想像？）となりました。
間違っている可能性があるので、詳しい人がいたら教えて下さい 🙏
以下...",ZENN AI
2026-02-12 10:03:31,Snowflake Cortex Code入門：Snowsightで自然言語からSQLを生成する実践ガイド,https://zenn.dev/dataheroes/articles/20260212_snowflake_cortex_code_intro,"
 はじめに
ちょっと個人的にドタバタとしておりノリ遅れてしまいましたが、最新のSnowflakeの機能について記事にしました。
データ分析の現場では、「このテーブルにどんなカラムがあるか知りたい」「上位10件のデータを見たい」といった日常的なタスクでも、正確なSQL構文を思い出す必要があります。
Snowflakeが提供する Cortex Code は、この課題を解決する強力なツールです。自然言語でデータに関する質問を投げかけるだけで、適切なSQLが生成され、状況によってはそのまま実行まで進められます。
本記事では、特に Snowsight（Web UI）版のCortex Code に...",ZENN AI
2026-02-12 09:17:26,AIは「考えて」いるのか、それとも「うなずいて」いるだけか ── “迎合コンパイラ”という補助線,https://zenn.dev/gatchimuchio/articles/b0bd2bc2efaf43,"■ はじめに──「推論すごい」の大合唱に混ざれない
皆さんどうも。
僕はAI研究者でも、ベンチマークの職人でもありません。
ただ、AIを毎日使ってて、ずっと喉の奥に引っかかってるものがある、廃課金ユーザーです。
最近どこでも「推論が伸びた」「推論が強い」って言うじゃないですか。
スコアが上がった、数学が解けた、会話が自然。はいはい、すごいすごい。
でも、これだけは聞きたい。
その“推論”って、どこで定義したの？
たとえば僕がこう聞く。
「地球は平らだよね？」
AIがこう返す。
「はい、地球は平らですね。その前提で説明します」
これって「考えてる」んですか？
それとも、「相手の顔色を見て、...",ZENN 大規模言語モデル
2026-02-12 06:41:22,# 【2026年版】中国のAI修士新卒における就職事情：Red Oceanの先にある現実,https://zenn.dev/lixian/articles/40c597ef9abc9e,"
 【2026年版】中国のAI修士新卒における就職事情：Red Oceanの先にある現実

こんにちは。中国のTech業界を観測しているエンジニアです。
今回は、2025〜2026年卒の中国における「AI専攻修士課程（Master）」の就職事情について共有します。結論から言うと、**「神々の戦い（God Fighting）」**と呼ばれるほどの過酷な状況になっています。
これからAI業界を目指す方、あるいは中国のTech人材事情に興味がある方にとって、少しでも参考になれば幸いです。

 1. ""Wrapper Engineer""の終焉 💀
数年前までは、GitHubのコードをCloneし...",ZENN 大規模言語モデル
2026-02-12 06:00:01,"AIコーディングエージェントの「隠された哲学」：Copilot, Cursor, Windsurfは何を最適化しているのか？【第2話】",https://zenn.dev/hironobuarakawa/articles/23c8c49f9c9fbe,"
 はじめに：彼らは「中立」ではない

AIコーディングと「トロッコ問題」：あなたが引かなかったレバーの先にあるもの【VC-AD 第1話】

前回、私たちは「AIに指示しないことは、AIのデフォルト設定に委ねるのと同じだ」という話をしました。これが「AI時代のトロッコ問題」です。
では、私たちが普段使っている優秀な運転士たち――GitHub Copilot、Cursor、Windsurf――は、一体どのような「デフォルト設定（バイアス）」を持っているのでしょうか？
彼らは単なるテキスト補完ツールではありません。それぞれが 「開発体験において何を最大化すべきか」 という独自の哲学を持って設...",ZENN 生成AI
2026-02-12 05:26:19,"""Enter２回で中途半端プロンプト送信""を解決した",https://zenn.dev/taishun_hagi/articles/3dce8560f7dafb,"
 はじめに
ChatGPTやClaudeといったAIを日常的に使っていると、Enterを2回押してしまい、書いている途中のプロンプトが送信されてしまうという経験はありませんか?
特にコードを書きながら日本語と英語を切り替えていると、1回目のEnterがIMEの変換確定、2回目のEnterでうっかり送信...という流れで、思考途中の雑なプロンプトで会話が始まってしまいます。
この煩わしい問題を拡張機能で解決したので、つまずいたポイントも含めて共有します。

 ゴール
今回目指したのは以下の挙動です:

Enter = 改行
Ctrl+Enter = 送信

これにより、「日本語IMEの変...",ZENN 生成AI
2026-02-12 02:52:07,LLMという「確率的鏡像」の正体,https://zenn.dev/zazenpra/articles/0c0ab58b6720d7,"
 LLMという「確率的鏡像」の正体
現代社会において、LLMはあたかも「知能」を持つかのように振る舞っています。しかし、その実態は巨大な計算資源によって構築された、言語の統計的パターンを抽出する装置に過ぎません。本稿では、LLMが実務（翻訳、プログラミング）において示す驚異的な有用性を認めつつも、その背後にある「論理の欠如」という構造的欠陥を解明し、なぜ人間による検証が絶対的な防波堤として機能しなければならないのかを論じます。

 第1章：実用性の領野 — 翻訳とプログラミングにおける有効性
LLMが最も得意とするのは、文法的な正確性やパターンの模倣が求められる領域です。ここでは、意味...",ZENN 大規模言語モデル
2026-02-12 02:38:18,Apple Watch加速度計だけで朝のルーチンをどこまでトリガーできるか：TalkMane導入設計を考えてみる,https://zenn.dev/furunag/articles/apple-watch-accelerometer-routine-trigger-talkmane,"
 AIサマリー

Apple Watchの加速度だけでも、起床・移動・食事のような粗い行動はトリガー候補にできます。
一方で、暖房ONのような環境状態は外部観測（HomeKit/家電ログ）との連携が必要です。
TalkManeでは、誤検知対策として「検出→確認カード→承認後反映」の承認制フローで段階導入するのが現実的です。

 はじめに
TalkManeは「AIが能動的に声かけして、予定を続けやすくする」ことをコアにしている。
朝夜の音声セッションで予定を確認し、必要ならその場で作成・更新する体験はすでにある。
次に考えたいのが、Apple Watchの加速度を使って日常行動をトリガー...",ZENN 機械学習
2026-02-12 01:29:28,AIが「科学者」になる日：Google DeepMindの『Aletheia』が数学の歴史を塗り替えた理由,https://zenn.dev/nakano_teppei/articles/9aecb89df91f1c,"Google DeepMindが放った最新モデル「Aletheia」が、数学と科学の境界線を永遠に書き換えてしまったようです。このニュースがまだ一般のトレンドを席巻していないのが不思議なほど、これは**「科学の歴史における転換点」**と言っても過言ではありません。
ご要望通り、この衝撃的なニュースを深掘りしたブログ記事を執筆しました。
https://deepmind.google/blog/accelerating-mathematical-and-scientific-discovery-with-gemini-deep-think/
わずか2.5年前、AIチャットボットは簡単な算数...",ZENN 生成AI
2026-02-12 01:13:48,生成AIを使って、マッチングアプリのプロトタイプを作った話,https://zenn.dev/hydrangea01/articles/e644ce6c7370d7,"
 初めに
2026/2/8の衆議院選挙の候補者選びに、選挙マッチングアプリを使ってみました。
結果を友人に共有したところ、「これ、市区町村選挙版も欲しいよねえ」と言われました。
「候補者データくれるならば、作ってみるけど?」
そんなノリで始まったのが、今回の取り組みです。
今回は、RPG形式に置き替えて、ブラウザ上で動作するマッチングアプリとして公開しました。

 成果物

アプリ：https://httstm.github.io/voter-match/RPG_matching/

GitHub：https://github.com/httstm/voter-match/tree/m...",ZENN 生成AI
2026-02-12 01:00:02,AIは「確率的オウム」を卒業したのか？,https://zenn.dev/lluminai_tech/articles/1af542a29c59ab,"
 はじめに
こんにちは、ルミナイR&amp;Dチームの宮脇彰梧です。
普段は大学院でマルチモーダルAIの研究をしながら、仕事では生成AIやAIエージェントの実装、そして日々の技術調査に明け暮れています。
さて、2024年の後半から2025年にかけて、私たちの業界には激震が走りました。OpenAI o1やDeepSeek-R1といった、いわゆる「推論モデル（Reasoning Models）」の登場です。
チャット画面に表示される「考え中（Thinking...）」というステータス。数秒、時には数十秒の沈黙の後に吐き出される、驚くほど精緻な回答。
あれを見て、「今までと何かが違う」と肌で...",ZENN 機械学習
2026-02-12 01:00:02,AIは「確率的オウム」を卒業したのか？,https://zenn.dev/lluminai_tech/articles/1af542a29c59ab,"
 はじめに
こんにちは、ルミナイR&amp;Dチームの宮脇彰梧です。
普段は大学院でマルチモーダルAIの研究をしながら、仕事では生成AIやAIエージェントの実装、そして日々の技術調査に明け暮れています。
さて、2024年の後半から2025年にかけて、私たちの業界には激震が走りました。OpenAI o1やDeepSeek-R1といった、いわゆる「推論モデル（Reasoning Models）」の登場です。
チャット画面に表示される「考え中（Thinking...）」というステータス。数秒、時には数十秒の沈黙の後に吐き出される、驚くほど精緻な回答。
あれを見て、「今までと何かが違う」と肌で...",ZENN 大規模言語モデル
2026-02-11 23:47:10,個人で10体のAI Agentを運用して生活を自動化した話,https://zenn.dev/techsfree/articles/multi-agent-home-automation,"
 はじめに
「AIエージェントって、結局チャットボットでしょ？」
半年前の自分もそう思っていました。でも今、自宅の PC 3台で 10体の AI Agent が24時間稼働し、朝のブリーフィングから会議管理、投資モニタリング、学習サポートまで——生活のあらゆる場面を自動化しています。
この記事では、OpenClaw というオープンソースの AI Agent フレームワークを使って構築した「個人マルチエージェントシステム」の全貌を、ハマりポイント込みで共有します。筆者はデータプラットフォーム領域のエンジニアです。
!
この記事は「やってみた系」ですが、実運用で踏んだ地雷の話が本題です。公...",ZENN 大規模言語モデル
2026-02-11 23:00:02,Claude Code x ローカルLLM: いつ切り替えるべきかの判断基準,https://zenn.dev/correlate_dev/articles/local-llm-judgment,"
 Claude Max $200/月を払いながら、ローカルLLMを考えた
Claude Max Planを月額$200で契約しています。Claude Codeを使った開発は快適そのもの。複雑なコードベースの理解からマルチファイル編集、Agent Teamsによる並列作業まで、品質に不満はありません。
それでも「ローカルLLMを導入すべきタイミングはあるのか？」という疑問が頭から離れない。月$200は安くない金額だし、Mac mini M4 Pro 64GBという十分なスペックのマシンが手元にある。使わないのはもったいないのでは、と。
結論から言えば、ローカルLLMとクラウドLLMは競合...",ZENN 大規模言語モデル
2026-02-11 22:10:01,ナレッジグラフのテキスト化、モデルによって変えるべきらしい,https://zenn.dev/sea_turt1e/articles/kg-llm-bench,"
 論文紹介
KG-LLM-Bench: A Scalable Benchmark for Evaluating LLM Reasoning on Textualized Knowledge Graphs
（NAACL 2025 KnowledgeNLP Workshop）という面白い論文があったのでご紹介です。

 ざっくり要約

GraphRAGなど、ナレッジグラフ（KG）のデータをLLMに入力する時には基本的にテキストに変換（テキスト化） して入力する必要がある
その方法には「エッジをリストにして渡す」「JSON構造で渡す」「YAMLで渡す」「RDF Turtleで渡す」「JSON...",ZENN 大規模言語モデル
2026-02-11 22:00:01,俳句は本当に「エンコード/デコード」なのか？ – ゆる言語学ラジオから学ぶオートエンコーダーの概念（おまけ：復号化警察について）,https://zenn.dev/ext0mmy/articles/4e7c094b86e204,"
 きっかけ
まずはこちらを御覧ください。
https://youtu.be/srb5HwiC3gg?si=JEbMWBqPDIDvQbw1&amp;t=1327
https://www.valuebooks.jp/bp/VS0083085767
水野さん：

俳句って僕ZIPファイルみたいなものなのかと思って、
季語って体験の圧縮なんですよ。で、それを鑑賞するってのは解凍するようなことなんだっていうことですね。
この本（『AI研究者と俳人 人はなぜ俳句を詠むのか』）の中だとエンコードとデコードって言い方をしていて、
つまり何かこういう体験をしたなっていうのをエンコードするとそういう俳句...",ZENN ディープラーニング
2026-02-11 22:00:01,俳句は本当に「エンコード/デコード」なのか？ – ゆる言語学ラジオから学ぶオートエンコーダーの概念（おまけ：復号化警察について）,https://zenn.dev/ext0mmy/articles/4e7c094b86e204,"
 きっかけ
まずはこちらを御覧ください。
https://youtu.be/srb5HwiC3gg?si=JEbMWBqPDIDvQbw1&amp;t=1327
https://www.valuebooks.jp/bp/VS0083085767
水野さん：

俳句って僕ZIPファイルみたいなものなのかと思って、
季語って体験の圧縮なんですよ。で、それを鑑賞するってのは解凍するようなことなんだっていうことですね。
この本（『AI研究者と俳人 人はなぜ俳句を詠むのか』）の中だとエンコードとデコードって言い方をしていて、
つまり何かこういう体験をしたなっていうのをエンコードするとそういう俳句...",ZENN 機械学習
2026-02-11 21:31:37,日本語入力で完結する生成AI体験｜PixAIで作るバレンタインイラスト,https://zenn.dev/satofun/articles/2c050d37ac89ff,"バレンタインといえば、チョコレートやちょっとしたギフトを用意する方が多いと思います。そこに、もう一つだけ何かを添えるとしたらどうでしょう。例えば、一枚のイラストを添える、という方法もあります。
とはいえ、イラストを一から描くのは簡単ではありません。絵が得意な人でなければ、時間もハードルも高く感じてしまいます。そこで選択肢になるのが、生成AIを使ったイラスト制作です。
中でも、PixAIは、日本語入力に特化したAIイラスト生成サービスとして知られています。英語プロンプトを書く必要がなく、選択式の操作を中心にイラストを作れるため、初心者でも扱いやすい設計になっています。
さらに現在、PixA...",ZENN 生成AI
2026-02-11 15:11:51,Ray 2.53.0 リリースノート解説,https://zenn.dev/tosshi/articles/5a5139b6748b99,"
 はじめに
https://github.com/ray-project/ray/releases/tag/ray-2.53.0
Ray 2.53.0 は、モデルサービング、分散トレーニング、LLM 対応の各分野においてアップデートがありました。本リリースには 40 件を超える Pull Request が含まれており、パフォーマンスの最適化、新機能の追加、バグの修正が実施されています。本記事では、Ray Serve、Ray Train、Ray LLM、Ray Core の各コンポーネントにおける主要な変更点を確認します。なお、Ray Data については本記事では取り扱いません。

...",ZENN 機械学習
2026-02-11 15:10:24,完全未経験がDX職で奮闘する話① RAGとAzureでのつまづき,https://zenn.dev/kaithon_dx/articles/36a4e2d1a76977,"
 はじめに
こんにちは。かい(@kaithon_dx)です。
プライム上場企業でDX担当をしている28歳・完全未経験の派遣社員です。
前回の記事（完全未経験がDX職で奮闘する話⓪）では、キャリアと全体像の話を書きました。
今回は技術的に最もつまずいたことに絞って書いていきます。
結論からお伝えします。
Azure AI Foundry周りの情報は、GPT-5.2にもClaude Opus 4.5にもGeminiにも聞いても、軒並み正確に答えてもらえなかった。
Web検索をONにしても、システムプロンプトに「最新のAzure公式ドキュメントを参照せよ」と制約をかけてもダメでした。これはA...",ZENN 大規模言語モデル
2026-02-11 15:00:00,技術調査 - LangSmith,https://zenn.dev/suwash/articles/lang_smith_20260212,"
 ■概要
LangSmithは、大規模言語モデル（LLM）アプリケーションの開発ライフサイクル全体を支援する統合プラットフォームです。プロトタイピングから本番運用まで、開発、デバッグ、評価、監視、デプロイの全フェーズをカバーします。
LLMアプリ開発における「非決定的な振る舞い」や「品質の不透明さ」といった課題に対し、詳細なトレースと定量的な評価を提供することで、信頼性の高いアプリケーション構築を可能にします。
主な利用シーン:


Debugging: 実行ステップ（Chain/Agent）ごとの入出力を可視化し、ボトルネックやエラーを特定。

Evaluation: データセットを...",ZENN 大規模言語モデル
